MCT_YM,MCT_NM,ADDR
꽃가람_20170515,꽃가람,제주 서귀포시 성산읍 고성리 306-1번지 1층
꽃길식당용담본점_20230105,꽃길식당용담본점,제주 제주시 용담삼동 516-2번지 세진아파트 1층
꽃담수제버거_20151208,꽃담수제버거,제주 서귀포시 성산읍 성산리 111번지
꽃돼지_20110722,꽃돼지,제주 서귀포시 대포동 2238번지
꽃마름제주이도점_20160310,꽃마름제주이도점,제주 제주시 아라이동 3001-10번지 한라훠프라자 3층
꽃밥_20121016,꽃밥,제주 제주시 애월읍 곽지리 1540-2번지 꽃밥
꽃이피다1_20190328,꽃이피다1,제주 서귀포시 서홍동 744-9번지 1층
꽃잎대패 제주아라점_20220422,꽃잎대패 제주아라점,제주 제주시 아라일동 2420-8번지 1층
꽃피는산골_20120710,꽃피는산골,제주 서귀포시 동홍동 648-8번지 꽃피는산골
꾸브라꼬숯불두마리치킨이도점_20200217,꾸브라꼬숯불두마리치킨이도점,제주 제주시 이도이동 1053-2번지 1층
꿀봉_20210909,꿀봉,제주 제주시 한림읍 금악리 2124-3번지
꿈낭_20180131,꿈낭,제주 제주시 애월읍 유수암리 1038-7번지 A 동1층
꿈낭밥집_20161129,꿈낭밥집,제주 제주시 애월읍 유수암리 1038-23번지 1층
꿈의요리애월_20210202,꿈의요리애월,제주 제주시 용담이동 2002번지 1층 (용담이동 제주국제공항 에어사이드지역)
나눔김밥_20140304,나눔김밥,제주 제주시 연동 2317-19번지
나니와_20081224,나니와,제주 제주시 연동 252-40번지
나라돈까스_20130620,나라돈까스,제주 제주시 외도일동 450-6번지
나목도식당_20080314,나목도식당,제주 서귀포시 표선면 가시리 1877-6번지
나성수두리보말톳칼국수_20160308,나성수두리보말톳칼국수,제주 서귀포시 중문동 2120-4번지
나우커피제주노형점_20210701,나우커피제주노형점,제주 제주시 노형동 2525-7번지 한두빌라 102호
나운터횟집_20140127,나운터횟집,제주 서귀포시 서귀동 667-35번지
나원회포차_20140915,나원회포차,제주 서귀포시 서귀동 254-6번지
나은이네막창_20151123,나은이네막창,제주 서귀포시 강정동 167-3번지
나이체_20210413,나이체,제주 제주시 아라일동 6106-13번지 1층
난드르 깡통구이_20121016,난드르 깡통구이,제주 서귀포시 안덕면 창천리 875-6번지 난드르 깡통구이
난드르바당_20150615,난드르바당,제주 서귀포시 하예동 1798-4번지
난산리식당_20210716,난산리식당,제주 서귀포시 성산읍 난산리 1054-1번지
난타50000 표선점_20161221,난타50000 표선점,제주 서귀포시 표선면 표선리 633-7번지 1층
난타오천서사로점_20220530,난타오천서사로점,제주 제주시 삼도일동 782-36번지 1층
남가네설악추어탕도남점_20190104,남가네설악추어탕도남점,제주 제주시 도남동 62-7번지 1층
남가네설악추어탕도련점_20210126,남가네설악추어탕도련점,제주 제주시 도련일동 1729-3번지 1층
남가네설악추어탕아라점_20160718,남가네설악추어탕아라점,제주 제주시 아라이동 1573-3번지 1층
남경미락_20220111,남경미락,제주 서귀포시 안덕면 사계리 2032-3번지 1층
남다른대구막창연동점_20181231,남다른대구막창연동점,제주 제주시 연동 304-18번지 1층
남매네흑돼지_20220602,남매네흑돼지,제주 서귀포시 서귀동 277-8번지 증
남문숯불바베큐앤치킨노형점_20130207,남문숯불바베큐앤치킨노형점,제주 제주시 노형동 2525-11번지 무궁화주택 1층
남문숯불바베큐앤치킨본점_20151006,남문숯불바베큐앤치킨본점,제주 제주시 삼도이동 222-5번지
남문숯불바베큐앤치킨정실점_20180307,남문숯불바베큐앤치킨정실점,제주 제주시 오라이동 793-1번지 101호
남문숯불바베큐앤치킨한림점_20190220,남문숯불바베큐앤치킨한림점,제주 제주시 한림읍 한림리 1303-8번지 2층
남문숯불바베큐엔치킨도남점_20220104,남문숯불바베큐엔치킨도남점,제주 제주시 도남동 918-7번지 1층
남문숯불바베큐엔치킨일도직영점_20141006,남문숯불바베큐엔치킨일도직영점,제주 제주시 이도이동 408-6번지 은경빌딩 102호
남순이네국수_20200818,남순이네국수,제주 제주시 용담삼동 1145-2번지 1층
남양통닭 인화점_20140425,남양통닭 인화점,제주 제주시 일도이동 377-21번지
남원가_20200804,남원가,제주 서귀포시 남원읍 남원리 100-4번지 1층
남원골감나무집_20160520,남원골감나무집,제주 서귀포시 남원읍 남원리 43번지 2층
남원바당_20150622,남원바당,제주 제주시 일도이동 48-4번지
남원흑돼지연탄골목_20210614,남원흑돼지연탄골목,제주 서귀포시 남원읍 남원리 2317-20번지
남정네들포장마차_20121024,남정네들포장마차,제주 서귀포시 서귀동 277-1번지 남정네들포장마차
남쪽으로튀어브로잉컴퍼니_20171218,남쪽으로튀어브로잉컴퍼니,제주 서귀포시 상예동 584-2번지
남춘_20120629,남춘,제주 제주시 이도이동 379-3번지 남춘
남호식당_20190808,남호식당,제주 서귀포시 강정동 172-8번지
납읍반점_20190308,납읍반점,제주 제주시 애월읍 납읍리 1855-4번지 1층
낭만화로구이_20180417,낭만화로구이,제주 서귀포시 남원읍 남원리 73-3번지
낭불화로구이 제주신화월드점_20211119,낭불화로구이 제주신화월드점,제주 서귀포시 안덕면 서광리 1418-1번지 1층 107호
낭쿰낭쿰_20190221,낭쿰낭쿰,제주 서귀포시 서귀동 298-1번지 1층
낭쿰낭쿰흑돼지해물갈비전골산방산점_20220621,낭쿰낭쿰흑돼지해물갈비전골산방산점,제주 서귀포시 대정읍 구억리 1018-2번지 1층
낮에정식밤에갈비_20210503,낮에정식밤에갈비,제주 제주시 한림읍 한림리 972-1번지 1층
내고향해장국_20120111,내고향해장국,제주 제주시 노형동 1278-2번지
내도음악상가_20210222,내도음악상가,제주 제주시 내도동 452-14번지 테우원타운 2층
내리막_20210708,내리막,제주 제주시 외도일동 445-9번지 1층
냉동고_20200520,냉동고,제주 제주시 연동 272-44번지 1층
냉면아방갈비갈비탕_20220824,냉면아방갈비갈비탕,제주 서귀포시 중문동 2015-1번지 2층
넉둥베기고사리육개장_20120806,넉둥베기고사리육개장,제주 제주시 용담일동 306-5번지 1층
넘은 봄_20210104,넘은 봄,제주 제주시 구좌읍 김녕리 1296번지
넝쿨하눌가든_20211223,넝쿨하눌가든,제주 제주시 아라일동 2898-2번지 아라일동
넝쿨하눌연동_20190426,넝쿨하눌연동,제주 제주시 연동 310-16번지 연동
네거리식당_20110617,네거리식당,제주 서귀포시 서귀동 320-9번지
네거리올레_20170125,네거리올레,제주 서귀포시 서귀동 275-37번지
네네치킨 조천함덕점_20180327,네네치킨 조천함덕점,제주 제주시 조천읍 함덕리 957-4번지 1층
네오치킨중문점_20120906,네오치킨중문점,제주 서귀포시 중문동 1923-6번지
노가리 앤 비어_20220803,노가리 앤 비어,제주 제주시 외도일동 527-2번지
노가리앤비어 (도남점)_20190816,노가리앤비어 (도남점),제주 제주시 이도이동 1008-1번지 1층
노가리앤비어연동3호점_20220616,노가리앤비어연동3호점,제주 제주시 연동 1457번지 1층
노가리앤비어제주시청점_20061013,노가리앤비어제주시청점,제주 제주시 이도이동 1773-6번지
노라바_20140821,노라바,제주 제주시 애월읍 구엄리 1287-1번지
노랑꼬리_20200929,노랑꼬리,제주 서귀포시 대정읍 하모리 1058번지
노랑통닭 동홍점_20190923,노랑통닭 동홍점,제주 서귀포시 동홍동 413-5번지 1층
노랑통닭 중문점_20200706,노랑통닭 중문점,제주 서귀포시 중문동 2028-3번지 1층
노랑통닭_20160905,노랑통닭,제주 제주시 연동 273-34번지
노랑통닭삼화점_20180821,노랑통닭삼화점,제주 제주시 삼양이동 2300-9번지 1층 101호
노랑통닭시청점_20180313,노랑통닭시청점,제주 제주시 이도이동 1769-6번지
노랑통닭외도점_20181119,노랑통닭외도점,제주 제주시 외도일동 527-11번지 1층
노랑해바라기김밥_20220427,노랑해바라기김밥,제주 제주시 해안동 2171번지 1층
노마스_20221202,노마스,제주 제주시 이도이동 2002-2번지 1층
노바운더리카페_20220519,노바운더리카페,제주 서귀포시 표선면 성읍리 2375-1번지
노조미_20171011,노조미,제주 제주시 연동 1501-15번지 1층
노포갈비_20180709,노포갈비,제주 제주시 도남동 84-1번지 1층
노형가맥_20211207,노형가맥,제주 제주시 노형동 2586-1번지 1층
노형그때그집_20200513,노형그때그집,제주 제주시 노형동 1045-11번지 1층
노형농원_20220921,노형농원,제주 제주시 노형동 3786-1번지 1호 ~3층
노형막창고을_20051109,노형막창고을,제주 제주시 노형동 1048-3번지
노형바다장어_20190926,노형바다장어,제주 제주시 노형동 2593-5번지 1층
노형순창_20040225,노형순창,제주 제주시 노형동 752-4번지
노형엔횟집_20211126,노형엔횟집,제주 제주시 노형동 1069-9번지 명신빌라 101호
노형토종닭_20150401,노형토종닭,제주 제주시 노형동 2398-1번지
노형포차_20181227,노형포차,제주 제주시 노형동 1276-1번지 1층
노형한빛식당_20040908,노형한빛식당,제주 제주시 노형동 2612-8번지
노형호수_20100226,노형호수,제주 제주시 노형동 1070-10번지
녹색식당 원동점_20140715,녹색식당 원동점,제주 제주시 애월읍 상가리 4-5번지 1층
녹색집_20220307,녹색집,제주 제주시 연동 292-55번지 연동
논짓물_20120712,논짓물,제주 제주시 연동 282-21번지
놀맨_20120712,놀맨,제주 제주시 애월읍 애월리 2530번지 놀맨
놀이터식당_20100720,놀이터식당,제주 서귀포시 서귀동 271-33번지
농업회사 법인 주식회사 백록 /백록횟집_20170828,농업회사 법인 주식회사 백록 /백록횟집,제주 서귀포시 성산읍 고성리 448-1번지 1층
누구나홀딱반한닭동홍점_20190924,누구나홀딱반한닭동홍점,제주 서귀포시 동홍동 106-6번지 1층 동홍동
누구나홀딱반한닭제주성산점_20190605,누구나홀딱반한닭제주성산점,제주 서귀포시 성산읍 고성리 1178-4번지 성산읍
누룽지_20170707,누룽지,제주 제주시 이도이동 1020-12번지
누이밥집_20210412,누이밥집,제주 서귀포시 회수동 799-6번지
느랑_20200730,느랑,제주 서귀포시 성산읍 고성리 316-7번지 2층
느루온_20191129,느루온,제주 제주시 이도이동 1952-4번지 지하1층
늘봄흑돼지_20090122,늘봄흑돼지,제주 제주시 노형동 2343-3번지
늘소담_19921009,늘소담,제주 제주시 삼도이동 1192-12번지
니모메_20170109,니모메,제주 제주시 외도이동 341-2번지 1층
다가미_20171228,다가미,제주 제주시 도남동 68-2번지 1층
다가미중문점_20160818,다가미중문점,제주 서귀포시 중문동 1635-6번지 1층
다가온 추어탕_20170615,다가온 추어탕,제주 서귀포시 동홍동 104-12번지 1층
다니쉬_20210906,다니쉬,제주 제주시 조천읍 함덕리 1250번지 2층
다다익고 정육점식당 호텔더본점_20180919,다다익고 정육점식당 호텔더본점,제주 서귀포시 색달동 2137-6번지 1층
다다익고정육식당 신서귀포점_20210728,다다익고정육식당 신서귀포점,제주 서귀포시 강정동 154-3번지 1층
다다익고정육식당 제주사수점_20191004,다다익고정육식당 제주사수점,제주 제주시 도두이동 836-8번지 1층
다담_20110425,다담,제주 제주시 오라일동 2444-2번지 1층
다동뼈감탕_20190107,다동뼈감탕,제주 제주시 도남동 746-2번지 1층
다랑시_20090312,다랑시,제주 제주시 일도이동 1032-2번지
다래향 2호점_20150206,다래향 2호점,제주 제주시 구좌읍 세화리 1521-17번지 4층
다미야_20081002,다미야,제주 제주시 노형동 929-8번지
다복식당_20070725,다복식당,제주 제주시 조천읍 함덕리 72-80번지
다섯번째이야기_20220615,다섯번째이야기,제주 제주시 영평동 2676-1번지 1층
다시또오리_20180420,다시또오리,제주 제주시 일도이동 72-6번지
다시버시_20050304,다시버시,제주 제주시 구좌읍 세화리 1500-3번지
다올김밥분식_20130115,다올김밥분식,제주 제주시 연동 1953-4번지
다올레_20180820,다올레,제주 제주시 연동 283-41번지 1층
다올정_20201230,다올정,제주 제주시 이도이동 325번지 1층
다윤이네_20200731,다윤이네,제주 제주시 용담일동 2814-13번지 1층
다인가든_20110729,다인가든,제주 제주시 애월읍 고내리 79-8번지
다정이네_20200629,다정이네,제주 서귀포시 서귀동 255-7번지 서귀동
다정이네김밥서귀포신시가지점_20210317,다정이네김밥서귀포신시가지점,제주 서귀포시 강정동 893-1번지 1층
닥그네할망_20220801,닥그네할망,제주 제주시 도남동 87-14번지 1층
