MCT_YM,MCT_NM,name,ADDR,주소1,주소,result
교촌치킨 일도점_20211227,교촌치킨 일도점,,제주 제주시 일도이동 377-22번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%20377-22%EB%B2%88%EC%A7%80%201%EC%B8%B5?c=15.00,0,0,0,dh",
교촌치킨탑동점_20061109,교촌치킨탑동점,구제주포차,제주 제주시 건입동 1441번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EA%B1%B4%EC%9E%85%EB%8F%99%201441%EB%B2%88%EC%A7%80/place/1115485353?c=15.00,0,0,0,dh&isCorrectAnswer=true",
구도로통닭 제주삼화점_20190225,구도로통닭 제주삼화점,구도로통닭 제주삼화지구점,제주 제주시 화북일동 1005-6번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%ED%99%94%EB%B6%81%EC%9D%BC%EB%8F%99%201005-6%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1972323683?c=15.00,0,0,0,dh&isCorrectAnswer=true",
국수사랑_20070330,국수사랑,수목원테마파크,제주 제주시 화북일동 1118-1번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%ED%99%94%EB%B6%81%EC%9D%BC%EB%8F%99%201118-1%EB%B2%88%EC%A7%80/place/30811752?c=15.00,0,0,0,dh&isCorrectAnswer=true",
국수전_20180412,국수전,국수&전,제주 제주시 노형동 1283-3번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%201283-3%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1521320512?c=15.00,0,0,0,dh&isCorrectAnswer=true",
그늘집_20210527,그늘집,서귀포장수해장국,제주 서귀포시 법환동 736번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%B2%95%ED%99%98%EB%8F%99%20736%EB%B2%88%EC%A7%80/place/37384056?c=15.00,0,0,0,dh&isCorrectAnswer=true",
그랜드_20110120,그랜드,탕탕이 2호점,제주 제주시 노형동 1065-7번지 1층 남쪽,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%201065-7%EB%B2%88%EC%A7%80%201%EC%B8%B5%20%EB%82%A8%EC%AA%BD/place/1292603395?c=15.00,0,0,0,dh&isCorrectAnswer=true",
금갈치_20180328,금갈치,,제주 제주시 일도이동 416-1번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%20416-1%EB%B2%88%EC%A7%80%201%EC%B8%B5?c=15.00,0,0,0,dh",
금복_20160523,금복,,제주 제주시 일도일동 1148-2번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%BC%EB%8F%99%201148-2%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
금조_20000613,금조,,제주 제주시 일도이동 400-19번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%20400-19%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
금화_20141230,금화,금화정육식당,제주 제주시 연동 2318-1번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%202318-1%EB%B2%88%EC%A7%80/place/32163525?c=15.00,0,0,0,dh&isCorrectAnswer=true",
기시어멍김밥_20220922,기시어멍김밥,가시어멍김밥 서귀포본점,제주 서귀포시 강정동 232번지 1층 102호,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EA%B0%95%EC%A0%95%EB%8F%99%20232%EB%B2%88%EC%A7%80%201%EC%B8%B5%20102%ED%98%B8/place/1004143702?c=15.00,0,0,0,dh&isCorrectAnswer=true",
길림성_20160218,길림성,,제주 제주시 용담일동 181-6번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9A%A9%EB%8B%B4%EC%9D%BC%EB%8F%99%20181-6%EB%B2%88%EC%A7%80%201%EC%B8%B5?c=15.00,0,0,0,dh",
김반장_20191008,김반장,,제주 제주시 일도이동 392-17번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%20392-17%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
김밥천국 시청본점_20110726,김밥천국 시청본점,,제주 제주시 이도이동 1018-16번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201018-16%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
김밥천국제주대학점_20150306,김밥천국제주대학점,김밥천국 제주대점,제주 제주시 아라이동 35-18번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%84%EB%9D%BC%EC%9D%B4%EB%8F%99%2035-18%EB%B2%88%EC%A7%80/place/16996787?c=15.00,0,0,0,dh&isCorrectAnswer=true",
김씨네음식점_20021115,김씨네음식점,김씨네도가니탕,제주 서귀포시 서귀동 302-14번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%EA%B7%80%EB%8F%99%20302-14%EB%B2%88%EC%A7%80/place/16896615?c=15.00,0,0,0,dh&isCorrectAnswer=true",
까망돼지_20140411,까망돼지,까망돼지 중문점,제주 서귀포시 색달동 2534-9번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%83%89%EB%8B%AC%EB%8F%99%202534-9%EB%B2%88%EC%A7%80/place/34818244?c=15.00,0,0,0,dh&isCorrectAnswer=true",
깐깐한족발_20220224,깐깐한족발,깐깐한족발 노형점,제주 제주시 노형동 1561-4번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%201561-4%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1102148464?c=15.00,0,0,0,dh&isCorrectAnswer=true",
꺼멍도새기_20091209,꺼멍도새기,,제주 제주시 일도일동 1103번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%BC%EB%8F%99%201103%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
꽃가람_20170515,꽃가람,꽃가람 제주성산일출봉점,제주 서귀포시 성산읍 고성리 306-1번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%B1%EC%82%B0%EC%9D%8D%20%EA%B3%A0%EC%84%B1%EB%A6%AC%20306-1%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/514292398?c=15.00,0,0,0,dh&isCorrectAnswer=true",
꽃돼지_20110722,꽃돼지,꽃돼지연탄구이,제주 서귀포시 대포동 2238번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%8C%80%ED%8F%AC%EB%8F%99%202238%EB%B2%88%EC%A7%80/place/1759470568?c=15.00,0,0,0,dh&isCorrectAnswer=true",
꽃이피다1_20190328,꽃이피다1,블라썸꽃이피다 서귀포점,제주 서귀포시 서홍동 744-9번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%ED%99%8D%EB%8F%99%20744-9%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1009490611?c=15.00,0,0,0,dh&isCorrectAnswer=true",
꽃피는산골_20120710,꽃피는산골,꽃피는산골,제주 서귀포시 동홍동 648-8번지 꽃피는산골,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%8F%99%ED%99%8D%EB%8F%99%20648-8%EB%B2%88%EC%A7%80%20%EA%BD%83%ED%94%BC%EB%8A%94%EC%82%B0%EA%B3%A8/place/16916069?c=15.00,0,0,0,dh&isCorrectAnswer=true",
난타50000 표선점_20161221,난타50000 표선점,난타5000피자 표선점,제주 서귀포시 표선면 표선리 633-7번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%ED%91%9C%EC%84%A0%EB%A9%B4%20%ED%91%9C%EC%84%A0%EB%A6%AC%20633-7%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/359283399?c=15.00,0,0,0,dh&isCorrectAnswer=true",
난타오천서사로점_20220530,난타오천서사로점,,제주 제주시 삼도일동 782-36번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%82%BC%EB%8F%84%EC%9D%BC%EB%8F%99%20782-36%EB%B2%88%EC%A7%80%201%EC%B8%B5?c=15.00,0,0,0,dh",
남문숯불바베큐엔치킨일도직영점_20141006,남문숯불바베큐엔치킨일도직영점,,제주 제주시 이도이동 408-6번지 은경빌딩 102호,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%20408-6%EB%B2%88%EC%A7%80%20%EC%9D%80%EA%B2%BD%EB%B9%8C%EB%94%A9%20102%ED%98%B8?c=15.00,0,0,0,dh",
남원바당_20150622,남원바당,,제주 제주시 일도이동 48-4번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%2048-4%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
남쪽으로튀어브로잉컴퍼니_20171218,남쪽으로튀어브로잉컴퍼니,사우스바운더,제주 서귀포시 상예동 584-2번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%83%81%EC%98%88%EB%8F%99%20584-2%EB%B2%88%EC%A7%80/place/1655818658?c=15.00,0,0,0,dh&isCorrectAnswer=true",
낭쿰낭쿰흑돼지해물갈비전골산방산점_20220621,낭쿰낭쿰흑돼지해물갈비전골산방산점,낭쿰낭쿰 산방산점,제주 서귀포시 대정읍 구억리 1018-2번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%8C%80%EC%A0%95%EC%9D%8D%20%EA%B5%AC%EC%96%B5%EB%A6%AC%201018-2%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1279170772?c=15.00,0,0,0,dh&isCorrectAnswer=true",
냉동고_20200520,냉동고,냉동고 신제주본점,제주 제주시 연동 272-44번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%20272-44%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1574871277?c=15.00,0,0,0,dh&isCorrectAnswer=true",
냉면아방갈비갈비탕_20220824,냉면아방갈비갈비탕,아방갈비,제주 서귀포시 중문동 2015-1번지 2층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%A4%91%EB%AC%B8%EB%8F%99%202015-1%EB%B2%88%EC%A7%80%202%EC%B8%B5/place/1760682177?c=15.00,0,0,0,dh&isCorrectAnswer=true",
노가리 앤 비어_20220803,노가리 앤 비어,설빙 제주외도일동점,제주 제주시 외도일동 527-2번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%99%B8%EB%8F%84%EC%9D%BC%EB%8F%99%20527-2%EB%B2%88%EC%A7%80/place/1352440786?c=15.00,0,0,0,dh&isCorrectAnswer=true",
노랑통닭 중문점_20200706,노랑통닭 중문점,이편한치과의원,제주 서귀포시 중문동 2028-3번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%A4%91%EB%AC%B8%EB%8F%99%202028-3%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1720671956?c=15.00,0,0,0,dh&isCorrectAnswer=true",
노랑통닭_20160905,노랑통닭,한라오름,제주 제주시 연동 273-34번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%20273-34%EB%B2%88%EC%A7%80/place/1141224314?c=15.00,0,0,0,dh&isCorrectAnswer=true",
노랑통닭시청점_20180313,노랑통닭시청점,,제주 제주시 이도이동 1769-6번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201769-6%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
노랑통닭외도점_20181119,노랑통닭외도점,스카이아로마,제주 제주시 외도일동 527-11번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%99%B8%EB%8F%84%EC%9D%BC%EB%8F%99%20527-11%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1684832875?c=15.00,0,0,0,dh&isCorrectAnswer=true",
노포갈비_20180709,노포갈비,노포갈비,제주 제주시 도남동 84-1번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%8F%84%EB%82%A8%EB%8F%99%2084-1%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1283968279?c=15.00,0,0,0,dh&isCorrectAnswer=true",
노형토종닭_20150401,노형토종닭,노형 토종닭,제주 제주시 노형동 2398-1번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%202398-1%EB%B2%88%EC%A7%80/place/1871840848?c=15.00,0,0,0,dh&isCorrectAnswer=true",
노형포차_20181227,노형포차,노형포차,제주 제주시 노형동 1276-1번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%201276-1%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1011585701?c=15.00,0,0,0,dh&isCorrectAnswer=true",
노형호수_20100226,노형호수,노형 호수 아구찜,제주 제주시 노형동 1070-10번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%201070-10%EB%B2%88%EC%A7%80/place/38275070?c=15.00,0,0,0,dh&isCorrectAnswer=true",
녹색식당 원동점_20140715,녹색식당 원동점,녹색식당,제주 제주시 애월읍 상가리 4-5번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%A0%EC%9B%94%EC%9D%8D%20%EC%83%81%EA%B0%80%EB%A6%AC%204-5%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1397129140?c=15.00,0,0,0,dh&isCorrectAnswer=true",
논짓물_20120712,논짓물,세븐일레븐 제주로얄점,제주 제주시 연동 282-21번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%20282-21%EB%B2%88%EC%A7%80/place/31874250?c=15.00,0,0,0,dh&isCorrectAnswer=true",
농업회사 법인 주식회사 백록 /백록횟집_20170828,농업회사 법인백록 /백록횟집,백록횟집 성산본점,제주 서귀포시 성산읍 고성리 448-1번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%B1%EC%82%B0%EC%9D%8D%20%EA%B3%A0%EC%84%B1%EB%A6%AC%20448-1%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1247332831?c=15.00,0,0,0,dh&isCorrectAnswer=true",
누룽지_20170707,누룽지,,제주 제주시 이도이동 1020-12번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201020-12%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
다가온 추어탕_20170615,다가온 추어탕,솥밥과추어탕,제주 서귀포시 동홍동 104-12번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EB%8F%99%ED%99%8D%EB%8F%99%20104-12%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1058009255?c=15.00,0,0,0,dh&isCorrectAnswer=true",
다담_20110425,다담,다담,제주 제주시 오라일동 2444-2번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%98%A4%EB%9D%BC%EC%9D%BC%EB%8F%99%202444-2%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/19980023?c=15.00,0,0,0,dh&isCorrectAnswer=true",
다랑시_20090312,다랑시,,제주 제주시 일도이동 1032-2번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%201032-2%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
다복식당_20070725,다복식당,다복식당,제주 제주시 조천읍 함덕리 72-80번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%A1%B0%EC%B2%9C%EC%9D%8D%20%ED%95%A8%EB%8D%95%EB%A6%AC%2072-80%EB%B2%88%EC%A7%80/place/16885860?c=15.00,0,0,0,dh&isCorrectAnswer=true",
다시또오리_20180420,다시또오리,,제주 제주시 일도이동 72-6번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%B4%EB%8F%99%2072-6%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
다정이네_20200629,다정이네,다정이네 올레시장 본점,제주 서귀포시 서귀동 255-7번지 서귀동,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%EA%B7%80%EB%8F%99%20255-7%EB%B2%88%EC%A7%80%20%EC%84%9C%EA%B7%80%EB%8F%99/place/34069430?c=15.00,0,0,0,dh&isCorrectAnswer=true",
달마_20060214,달마,,제주 제주시 일도일동 1220-2번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%BC%EB%8F%84%EC%9D%BC%EB%8F%99%201220-2%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
달맞이_20011203,달맞이,수목원테마파크,제주 제주시 연동 1번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%201%EB%B2%88%EC%A7%80/place/30811752?c=15.00,0,0,0,dh&isCorrectAnswer=true",
달팽이&버닝치즈_20200818,달팽이&버닝치즈,버닝치즈,제주 서귀포시 안덕면 창천리 153-56번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%95%88%EB%8D%95%EB%A9%B4%20%EC%B0%BD%EC%B2%9C%EB%A6%AC%20153-56%EB%B2%88%EC%A7%80/place/1973687583?c=15.00,0,0,0,dh&isCorrectAnswer=true",
담뽀뽀_20180405,담뽀뽀,아라차림,제주 제주시 아라일동 6054-8번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%95%84%EB%9D%BC%EC%9D%BC%EB%8F%99%206054-8%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1502593506?c=15.00,0,0,0,dh&isCorrectAnswer=true",
대관령_20080204,대관령,대관령아구찜조개구이,제주 제주시 연동 273-10번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%97%B0%EB%8F%99%20273-10%EB%B2%88%EC%A7%80/place/38710910?c=15.00,0,0,0,dh&isCorrectAnswer=true",
대광_20200624,대광,,제주 제주시 이도일동 1704-12번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%BC%EB%8F%99%201704-12%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
대나무집_20110502,대나무집,마므레 제주공항본점,제주 제주시 노형동 2363번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%202363%EB%B2%88%EC%A7%80/place/1482330893?c=15.00,0,0,0,dh&isCorrectAnswer=true",
대도식당_20181228,대도식당,엉덩물계곡,제주 서귀포시 서귀동 587-42번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%EA%B7%80%EB%8F%99%20587-42%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1372279326?c=15.00,0,0,0,dh&isCorrectAnswer=true",
대돈앤엘리팝_20161216,대돈앤엘리팝,대돈 제주본점,제주 제주시 건입동 1399-1번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EA%B1%B4%EC%9E%85%EB%8F%99%201399-1%EB%B2%88%EC%A7%80/place/733881084?c=15.00,0,0,0,dh&isCorrectAnswer=true",
대명정육식당_20191007,대명정육식당,대명한우갈비살,제주 제주시 노형동 2530-3번지 1층,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%202530-3%EB%B2%88%EC%A7%80%201%EC%B8%B5/place/1650582141?c=15.00,0,0,0,dh&isCorrectAnswer=true",
대성아귀찜_20160212,대성아귀찜,대성아귀찜,제주 제주시 조천읍 함덕리 3219-1번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%A1%B0%EC%B2%9C%EC%9D%8D%20%ED%95%A8%EB%8D%95%EB%A6%AC%203219-1%EB%B2%88%EC%A7%80/place/11686693?c=15.00,0,0,0,dh&isCorrectAnswer=true",
대우정_20081103,대우정,,제주 제주시 삼도일동 569-27번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%82%BC%EB%8F%84%EC%9D%BC%EB%8F%99%20569-27%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
대일_19941107,대일,,제주 제주시 이도이동 1766-8번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EC%9D%B4%EB%8F%84%EC%9D%B4%EB%8F%99%201766-8%EB%B2%88%EC%A7%80?c=15.00,0,0,0,dh",
더벤티원노형점_20220829,더벤티원노형점,제주 갈치장 제주공항점,제주 제주시 노형동 940-7번지 송우수자인아파트 상가동 105호,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%EB%85%B8%ED%98%95%EB%8F%99%20940-7%EB%B2%88%EC%A7%80%20%EC%86%A1%EC%9A%B0%EC%88%98%EC%9E%90%EC%9D%B8%EC%95%84%ED%8C%8C%ED%8A%B8%20%EC%83%81%EA%B0%80%EB%8F%99%20105%ED%98%B8/place/1802632041?c=15.00,0,0,0,dh&isCorrectAnswer=true",
더클리프 (주)씨앤모어_20180205,더클리프 씨앤모어,더클리프,제주 서귀포시 색달동 2950-17번지 색달동.퍼씨픽랜드,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%83%89%EB%8B%AC%EB%8F%99%202950-17%EB%B2%88%EC%A7%80%20%EC%83%89%EB%8B%AC%EB%8F%99.%ED%8D%BC%EC%94%A8%ED%94%BD%EB%9E%9C%EB%93%9C/place/1667822207?c=15.00,0,0,0,dh&isCorrectAnswer=true",
덕성원본점_20061101,덕성원본점,엉덩물계곡,제주 서귀포시 서귀동 474번지,FALSE,"https://map.naver.com/p/search/%EC%A0%9C%EC%A3%BC%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%84%9C%EA%B7%80%EB%8F%99%20474%EB%B2%88%EC%A7%80/place/1372279326?c=15.00,0,0,0,dh&isCorrectAnswer=true",
